2012,-6462.5,-6462.5,-5863.4,-5863.4,89454.8,89454.8,84507.4,84507.4,16236.0,16236.0,15174.1,15174.1,20326.7,20326.7,19289.1,19289.1,15427.8,15427.8,14752.5,14752.5,8266.9,8266.9,7742.0,7742.0,16045.8,16045.8,15192.1,15192.1,44625.2,44625.2,42302.2,42302.2,17265.2,17265.2,16487.1,16487.1,11314.2,11314.2,10623.0,10623.0,96370.5,96370.5,91114.0,91114.0,96370.5,5963209.9,96370.5,96370.5,87.8,4.92565,4.92565,82.0,91114.0,91114.0,109754.3,5705968.7,6915.7,6915.7,6606.6,6606.6,474.7,474.7,99.0,99.0,64877.5,64877.5,61004.1,61004.1,54328.7,3361749.5,54328.7,54328.7,84.4,5.74384,5.74384,81.8,51091.0,51091.0,64334.1,3344635.0,10548.9,652742.8,10548.9,10548.9,84.5,7.64459,7.64459,88.8,9913.1,9913.1,12487.8,649223.0,37480.7,37480.7,35874.3,35874.3,32568.9,2015300.7,32568.9,32568.9,91.9,2.40356,2.40356,91.3,31211.3,31211.3,35443.3,1842643.6,2148.1,2148.1,2045.9,2045.9,4911.8,4911.8,4662.9,4662.9,2763.7,2763.7,2617.0,2617.0,24049.7,1488144.7,24049.7,24049.7,91.7,8.29197,8.29197,96.0,22900.2,22900.2,26227.9,1363551.1,30512.2,1888030.9,30512.2,30512.2,87.7,11.30323,11.30323,113.3,28763.6,28763.6,34788.2,1808588.4,16.16084,5386.5,3238.4,3238.4,2716.1,2716.1,6049.5
2013,-4553.3,-4553.3,-3089.3,-3089.3,101155.9,101155.9,89613.2,89613.2,18831.2,18831.2,15858.5,15858.5,22133.5,22133.5,20032.6,20032.6,16782.4,16782.4,15466.5,15466.5,9095.3,9095.3,8016.2,8016.2,18185.4,18185.4,16256.0,16256.0,51096.1,51096.1,45705.9,45705.9,20141.4,20141.4,18356.9,18356.9,12769.2,12769.2,11093.0,11093.0,108981.3,108981.3,96695.5,96695.5,108981.3,6284120.8,108981.3,108981.3,93.6,6.12592,6.12592,87.0,96695.5,96695.5,116477.8,6055511.5,7825.3,7825.3,7082.4,7082.4,1026.8,1026.8,-40.6,-40.6,74212.4,74212.4,64620.9,64620.9,62433.2,3600046.1,62433.2,62433.2,91.1,6.5822,6.5822,87.2,54453.9,54453.9,68568.7,3564785.5,11779.2,679218.3,11779.2,11779.2,92.0,2.56165,2.56165,91.1,10167.0,10167.0,12807.7,665853.8,38295.4,38295.4,35204.5,35204.5,34835.3,2008685.9,34835.3,34835.3,95.9,2.47244,2.47244,93.6,31983.0,31983.0,36319.6,1888201.8,1637.2,1637.2,1494.9,1494.9,3460.1,3460.1,3221.5,3221.5,1822.9,1822.9,1726.6,1726.6,27143.0,1565132.4,27143.0,27143.0,99.3,4.16678,4.16678,100.0,23854.4,23854.4,27320.8,1420367.3,31696.4,1827688.7,31696.4,31696.4,97.3,-6.32702,-6.32702,106.2,26943.7,26943.7,32587.1,1694158.7,17.34233,4486.9,2849.7,2849.7,1686.0,1686.0,4048.2
2014,-3571.3,-3571.3,-1522.1,-1522.1,113226.5,113226.5,95621.0,95621.0,20519.5,20519.5,16110.6,16110.6,24458.5,24458.5,21420.7,21420.7,18425.6,18425.6,16486.2,16486.2,9798.2,9798.2,8301.8,8301.8,20496.3,20496.3,17492.0,17492.0,58450.3,58450.3,49787.9,49787.9,23272.8,23272.8,20307.7,20307.7,14681.2,14681.2,11988.2,11988.2,122141.7,122141.7,103428.4,103428.4,122141.7,6642990.2,122141.7,122141.7,98.0,6.96291,6.96291,93.0,103428.4,103428.4,124588.0,6477151.4,8915.2,8915.2,7807.4,7807.4,185.1,185.1,-460.2,-460.2,83702.7,83702.7,68689.9,68689.9,70555.1,3837320.2,70555.1,70555.1,96.6,6.4769,6.4769,92.9,57980.8,57980.8,73009.8,3795673.1,13147.6,715066.4,13147.6,13147.6,97.5,5.33169,5.33169,96.0,10709.1,10709.1,13490.6,701355.1,41825.2,41825.2,36720.7,36720.7,37186.2,2022465.5,37186.2,37186.2,100.5,1.9263,1.9263,95.4,32599.1,32599.1,37019.2,1924574.2,2690.1,2690.1,2359.5,2359.5,4639.0,4639.0,4121.6,4121.6,1949.0,1949.0,1762.1,1762.1,29327.7,1595061.6,29327.7,29327.7,100.7,6.62236,6.62236,106.6,25434.1,25434.1,29130.0,1514429.1,32899.0,1789295.5,32899.0,32899.0,100.9,0.0464,0.0464,106.2,26956.2,26956.2,32602.3,1694944.8,18.38655,4824.1,2134.1,2134.1,1301.9,1301.9,4540.7
2015,-3370.9,-3370.9,-1521.8,-1521.8,122548.9,122548.9,102740.3,102740.3,21840.5,21840.5,16113.1,16113.1,26812.4,26812.4,23670.2,23670.2,20663.9,20663.9,18376.2,18376.2,9813.0,9813.0,8546.7,8546.7,22213.5,22213.5,19291.3,19291.3,64082.9,64082.9,54410.4,54410.4,25681.8,25681.8,22526.4,22526.4,16187.6,16187.6,12592.7,12592.7,133907.3,133907.3,111164.9,111164.9,133907.3,6961645.6,133907.3,133907.3,100.0,7.48005,7.48005,100.0,111164.9,111164.9,133907.3,6961645.6,11358.5,11358.5,8457.4,8457.4,937.4,937.4,554.0,554.0,92665.7,92665.7,73586.0,73586.0,78607.4,4086687.3,78607.4,78607.4,100.0,7.667,7.667,100.0,62426.2,62426.2,78607.4,4086687.3,14058.3,730869.9,14058.3,14058.3,100.0,4.20825,4.20825,100.0,11159.8,11159.8,14058.3,730869.9,43675.1,43675.1,38546.6,38546.6,38812.8,2017820.3,38812.8,38812.8,100.0,4.84502,4.84502,100.0,34178.5,34178.5,38812.8,2017820.3,2746.1,2746.1,2479.5,2479.5,4862.3,4862.3,4368.1,4368.1,2116.3,2116.3,1888.6,1888.6,27327.8,1420735.2,27327.8,27327.8,100.0,-6.18675,-6.18675,100.0,23860.6,23860.6,27327.8,1420735.2,30698.8,1595985.6,30698.8,30698.8,100.0,-5.83849,-5.83849,100.0,25382.4,25382.4,30698.8,1595985.6,19.235,5799.7,3053.6,3053.6,2442.6,2442.6,5799.7
2016,-2803.4,-2803.4,-1332.1,-1332.1,135697.9,135697.9,111427.8,111427.8,24428.3,24428.3,16910.9,16910.9,29242.0,29242.0,25996.1,25996.1,22821.4,22821.4,20229.8,20229.8,10630.0,10630.0,9146.6,9146.6,24612.8,24612.8,21122.8,21122.8,71397.6,71397.6,59374.2,59374.2,28607.4,28607.4,24760.8,24760.8,18177.5,18177.5,13490.6,13490.6,149647.1,149647.1,121172.0,121172.0,149647.1,7520436.7,149647.1,149647.1,102.5,9.0021,9.0021,109.0,121172.0,121172.0,145961.7,7588339.6,13821.7,13821.7,9266.3,9266.3,2081.3,2081.3,2215.5,2215.5,104403.0,104403.0,79802.8,79802.8,89143.2,4479842.0,89143.2,89143.2,103.9,9.1778,9.1778,109.2,68155.6,68155.6,85821.9,4461755.4,15259.9,766876.3,15259.9,15259.9,104.0,4.36765,4.36765,104.4,11647.2,11647.2,14672.3,762791.8,45966.2,45966.2,40485.9,40485.9,42453.4,2133475.4,42453.4,42453.4,100.1,9.28816,9.28816,109.3,37353.1,37353.1,42417.8,2205238.6,1713.5,1713.5,1547.7,1547.7,3512.7,3512.7,3132.9,3132.9,1799.2,1799.2,1585.2,1585.2,28618.9,1438225.6,28618.9,28618.9,102.2,2.48754,2.48754,102.5,24454.1,24454.1,28007.6,1456076.6,31422.2,1579107.4,31422.2,31422.2,100.8,1.59123,1.59123,101.6,25786.3,25786.3,31187.3,1621381.3,19.89873,5594.0,3880.5,3880.5,3800.6,3800.6,6229.4
2017,-4313.3,-4313.3,-3545.2,-3545.2,150733.2,150733.2,118195.2,118195.2,27455.1,27455.1,18039.4,18039.4,32267.0,32267.0,27539.8,27539.8,24793.1,24793.1,21491.3,21491.3,11461.7,11461.7,9326.7,9326.7,27951.1,27951.1,23154.3,23154.3,79549.4,79549.4,63289.3,63289.3,30768.1,30768.1,25254.7,25254.7,20830.2,20830.2,14880.4,14880.4,166281.3,166281.3,128562.5,128562.5,166281.3,8053222.3,166281.3,166281.3,107.4,6.09917,6.09917,115.7,128562.5,128562.5,154864.2,8051165.3,16112.7,16112.7,10094.5,10094.5,4575.0,4575.0,3610.5,3610.5,115443.7,115443.7,85171.7,85171.7,97528.1,4723414.9,97528.1,97528.1,107.6,5.57909,5.57909,115.3,71958.0,71958.0,90610.0,4710680.7,17915.7,867678.8,17915.7,17915.7,107.6,13.44964,13.44964,118.4,13213.7,13213.7,16645.7,865384.5,50575.8,50575.8,43325.5,43325.5,46132.7,2234268.4,46132.7,46132.7,103.0,5.55542,5.55542,115.4,39428.2,39428.2,44774.3,2327748.9,2085.6,2085.6,1823.7,1823.7,4443.1,4443.1,3897.3,3897.3,2357.5,2357.5,2073.6,2073.6,31402.5,1520863.3,31402.5,31402.5,106.7,5.03699,5.03699,107.6,25685.9,25685.9,29418.4,1529418.9,35715.7,1729760.7,35715.7,35715.7,101.0,13.35895,13.35895,115.2,29231.0,29231.0,35353.6,1837980.9,20.64779,9018.1,6932.5,6932.5,5684.0,5684.0,8769.5
2018,-7397.8,-7397.8,-4955.4,-4955.4,167959.0,167959.0,125908.5,125908.5,29690.3,29690.3,18892.2,18892.2,35967.3,35967.3,29361.5,29361.5,27743.6,27743.6,23161.1,23161.1,13127.6,13127.6,10083.5,10083.5,31276.2,31276.2,24959.6,24959.6,89173.8,89173.8,67571.3,67571.3,34478.6,34478.6,26693.8,26693.8,23419.1,23419.1,15917.9,15917.9,186711.5,186711.5,137978.9,137978.9,186711.5,8926206.3,186711.5,186711.5,112.3,7.32438,7.32438,124.1,137978.9,137978.9,166207.0,8640863.2,,,,,5352.8,5352.8,2552.5,2552.5,129553.0,129553.0,91626.7,91626.7,109640.3,5241625.5,109640.3,109640.3,112.2,7.80406,7.80406,124.3,77573.7,77573.7,97681.2,5078305.0,19912.7,951975.1,19912.7,19912.7,112.5,6.35186,6.35186,125.9,14053.0,14053.0,17703.0,920352.6,59203.5,59203.5,48755.1,48755.1,54005.7,2581878.1,54005.7,54005.7,107.2,12.51103,12.51103,129.8,44361.1,44361.1,50376.0,2618974.3,2996.5,2996.5,2497.0,2497.0,5197.8,5197.8,4394.0,4394.0,2201.3,2201.3,1897.0,1897.0,36292.1,1735031.5,36292.1,36292.1,111.5,10.68211,10.68211,119.1,28429.7,28429.7,32560.9,1692793.2,43689.9,2088702.4,43689.9,43689.9,108.2,14.21096,14.21096,131.5,33385.0,33385.0,40377.6,2099175.5,20.91723,10550.6,7554.1,7554.1,4449.5,4449.5,8263.6
2019,-5218.9,-5218.9,-4448.0,-4448.0,181523.8,181523.8,131515.7,131515.7,32770.8,32770.8,19348.9,19348.9,35779.3,35779.3,29169.9,29169.9,27488.6,27488.6,22952.8,22952.8,13653.0,13653.0,10336.6,10336.6,34057.9,34057.9,26602.1,26602.1,99320.7,99320.7,72660.3,72660.3,38481.1,38481.1,28871.5,28871.5,26781.6,26781.6,17186.7,17186.7,199306.3,199306.3,144573.5,144573.5,199306.3,9364488.8,199306.3,199306.3,114.4,4.7794,4.7794,130.1,144573.5,144573.5,174150.7,9053844.6,,,,,-835.7,-835.7,550.7,550.7,142967.5,142967.5,97841.7,97841.7,120947.7,5682775.8,120947.7,120947.7,116.0,6.74887,6.74887,132.7,82809.0,82809.0,104273.6,5421033.1,22019.9,1034612.0,22019.9,22019.9,116.3,6.97124,6.97124,134.7,15032.7,15032.7,18937.1,984512.6,62393.4,62393.4,50629.1,50629.1,58065.6,2728234.2,58065.6,58065.6,108.8,5.95947,5.95947,137.5,47004.8,47004.8,53378.1,2775051.2,2281.2,2281.2,1867.7,1867.7,4327.8,4327.8,3624.3,3624.3,2046.7,2046.7,1756.6,1756.6,38086.3,1789498.3,38086.3,38086.3,114.9,1.79695,1.79695,121.3,28940.5,28940.5,33146.0,1723211.9,43305.1,2034709.0,43305.1,43305.1,107.2,0.01049,0.01049,131.5,33388.6,33388.6,40381.9,2099395.7,21.28321,3492.1,1210.9,1210.9,2307.3,2307.3,4797.8
2020,-613.0,-613.0,-1349.6,-1349.6,175029.2,175029.2,123273.2,123273.2,35700.6,35700.6,20237.0,20237.0,32595.1,32595.1,26659.5,26659.5,24921.0,24921.0,20661.5,20661.5,11913.1,11913.1,9061.2,9061.2,29171.8,29171.8,22253.1,22253.1,94820.3,94820.3,67315.5,67315.5,38544.7,38544.7,28389.0,28389.0,27103.9,27103.9,16673.4,16673.4,192906.3,192906.3,134498.1,134498.1,192906.3,8772631.5,192906.3,192906.3,119.1,-6.96907,-6.96907,121.0,134498.1,134498.1,162014.0,8422875.8,,,,,2282.2,2282.2,2292.3,2292.3,136967.0,136967.0,89910.9,89910.9,113598.0,5165996.8,113598.0,113598.0,120.2,-9.37065,-9.37065,120.2,75049.3,75049.3,94502.5,4913047.0,23369.1,1062734.3,23369.1,23369.1,124.8,-1.13814,-1.13814,133.2,14861.6,14861.6,18721.6,973307.5,54270.0,54270.0,43644.4,43644.4,50768.6,2308758.8,50768.6,50768.6,109.3,-12.99819,-12.99819,119.7,40895.0,40895.0,46439.9,2414344.9,1855.8,1855.8,1492.6,1492.6,3501.4,3501.4,2749.4,2749.4,1645.6,1645.6,1256.8,1256.8,35575.5,1617835.2,35575.5,35575.5,118.0,-9.02203,-9.02203,110.3,26329.5,26329.5,30155.5,1567743.3,36188.5,1645711.0,36188.5,36188.5,108.1,-17.10015,-17.10015,109.0,27679.1,27679.1,33476.5,1740396.0,21.98956,5783.6,3927.8,3927.8,3549.2,3549.2,5671.0
2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.29759,,,,,,
